

*******************************************************************************
Ephemeris / WWW_USER Thu Dec 21 04:08:52 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 2022-Dec-01 00:00:00.0000 TDB
Stop  time      : A.D. 2023-Dec-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 6.96E5, 0.0                {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude positive}
Center radii    : 696000.0, 696000.0, 696000.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2459993.500000000, A.D. 2023-Feb-18 00:00:00.0000, -1.267546025774799E+08,  7.614973149238156E+07,  2.715458516531065E+04, -1.432149062696368E+01, -2.670136326558725E+01, -2.349308392033098E-01,
2459994.500000000, A.D. 2023-Feb-19 00:00:00.0000, -1.279620166553766E+08,  7.384950289458619E+07,  6.135708895757794E+03, -1.364497372511295E+01, -2.653400409354239E+01, -2.491159113533072E-01,
2459995.500000000, A.D. 2023-Feb-20 00:00:00.0000, -1.291155756507352E+08,  7.156610230405843E+07, -1.545181086325645E+04, -1.307661690638476E+01, -2.631649856365331E+01, -2.480255280668331E-01,
2459996.500000000, A.D. 2023-Feb-21 00:00:00.0000, -1.302249824446175E+08,  6.930262121567008E+07, -3.628401114442199E+04, -1.262351543740895E+01, -2.607786576276134E+01, -2.317201460380769E-01,
2459997.500000000, A.D. 2023-Feb-22 00:00:00.0000, -1.313002403553605E+08,  6.705959487748546E+07, -5.508253662527353E+04, -1.228549016761291E+01, -2.584795749641825E+01, -2.011900043301953E-01,
2459998.500000000, A.D. 2023-Feb-23 00:00:00.0000, -1.323510210836304E+08,  6.483500902182055E+07, -7.069283922388032E+04, -1.205508029393967E+01, -2.565563464454863E+01, -1.582962478503589E-01,
2459999.500000000, A.D. 2023-Feb-24 00:00:00.0000, -1.333860515109347E+08,  6.262446310909746E+07, -8.215489264440536E+04, -1.191798683136600E+01, -2.552698739774731E+01, -1.056573922404489E-01,
2460000.500000000, A.D. 2023-Feb-25 00:00:00.0000, -1.344125577308288E+08,  6.042148118705533E+07, -8.876198085626960E+04, -1.185394776701795E+01, -2.548371741153699E+01, -4.648831383796370E-02,
2460001.500000000, A.D. 2023-Feb-26 00:00:00.0000, -1.354358015022301E+08,  5.821795153930676E+07, -9.010389756800979E+04, -1.183799057759061E+01, -2.554179112938790E+01,  1.559760436321334E-02,
2460002.500000000, A.D. 2023-Feb-27 00:00:00.0000, -1.364587383211204E+08,  5.600466771485956E+07, -8.609191568158567E+04, -1.184197933027998E+01, -2.571045212289025E+01,  7.681035536156955E-02,
2460003.500000000, A.D. 2023-Feb-28 00:00:00.0000, -1.374818182966663E+08,  5.377193710275570E+07, -7.696404638932273E+04, -1.183635540831118E+01, -2.599165289423350E+01,  1.334153239271672E-01,
2460004.500000000, A.D. 2023-Mar-01 00:00:00.0000, -1.385029418402343E+08,  5.151021922892375E+07, -6.327032481367514E+04, -1.179196166357806E+01, -2.637993801172543E+01,  1.819612734343270E-01,
2460005.500000000, A.D. 2023-Mar-02 00:00:00.0000, -1.395175725060705E+08,  4.921075441464464E+07, -4.583906937195361E+04, -1.168183737416410E+01, -2.686278244178771E+01,  2.194905633277653E-01,
2460006.500000000, A.D. 2023-Mar-03 00:00:00.0000, -1.405189996981876E+08,  4.686614427778888E+07, -2.572620609399676E+04, -1.148287479437423E+01, -2.742136192897640E+01,  2.437189732243201E-01,
2460007.500000000, A.D. 2023-Mar-04 00:00:00.0000, -1.414987348742784E+08,  4.447084867045044E+07, -4.150766145963222E+03, -1.117723718585731E+01, -2.803170687406732E+01,  2.531743303780569E-01,
2460008.500000000, A.D. 2023-Mar-05 00:00:00.0000, -1.424470168227904E+08,  4.202156884506205E+07,  1.757950410209037E+04, -1.075345288841030E+01, -2.866616849245104E+01,  2.472856045935448E-01,
2460009.500000000, A.D. 2023-Mar-06 00:00:00.0000, -1.433533950247491E+08,  3.951749363121673E+07,  3.814788668658957E+04, -1.020711967806873E+01, -2.929510745411104E+01,  2.264171184154158E-01,
2460010.500000000, A.D. 2023-Mar-07 00:00:00.0000, -1.442073554291891E+08,  3.696039377873686E+07,  5.630893481166102E+04, -9.541177320168645E+00, -2.988870195265763E+01,  1.918458389200044E-01,
2460011.500000000, A.D. 2023-Mar-08 00:00:00.0000, -1.449989504535785E+08,  3.435455887698916E+07,  7.096433321693540E+04, -8.765732424985039E+00, -3.041876512110099E+01,  1.456831626259749E-01,
2460012.500000000, A.D. 2023-Mar-09 00:00:00.0000, -1.457193948178682E+08,  3.170658083586689E+07,  8.122976304394007E+04, -7.897446814928045E+00, -3.086046134466777E+01,  9.074596417063141E-02,
2460013.500000000, A.D. 2023-Mar-10 00:00:00.0000, -1.463615909384405E+08,  2.902499723296027E+07,  8.648870574293099E+04, -6.958526953450500E+00, -3.119381727798474E+01,  3.038475174314037E-02,
2460014.500000000, A.D. 2023-Mar-11 00:00:00.0000, -1.469205519129725E+08,  2.631981633874891E+07,  8.642991475914046E+04, -5.975376032853193E+00, -3.140493580427517E+01, -3.172062053268832E-02,
2460015.500000000, A.D. 2023-Mar-12 00:00:00.0000, -1.473936963620262E+08,  2.360195282464020E+07,  8.106627753826231E+04, -4.976990745493974E+00, -3.148683902259552E+01, -9.178524284002343E-02,
2460016.500000000, A.D. 2023-Mar-13 00:00:00.0000, -1.477809971957414E+08,  2.088260860957878E+07,  7.073392493359279E+04, -3.993200457395046E+00, -3.143988865188095E+01, -1.461497525702313E-01,
2460017.500000000, A.D. 2023-Mar-14 00:00:00.0000, -1.480849752939788E+08,  1.817263667268977E+07,  5.607165216959640E+04, -3.052856532904574E+00, -3.127175786287103E+01, -1.915031427562148E-01,
2460018.500000000, A.D. 2023-Mar-15 00:00:00.0000, -1.483105386019663E+08,  1.548192672085979E+07,  3.798192066139169E+04, -2.182083161573910E+00, -3.099695616734552E+01, -2.250841352362514E-01,
2460019.500000000, A.D. 2023-Mar-16 00:00:00.0000, -1.484646766697678E+08,  1.281885024411598E+07,  1.757583649486583E+04, -1.402697653138896E+00, -3.063593705590841E+01, -2.448488266560993E-01,
